sample_id,expected_label,expected_outcome,risk_family,static_prediction,full_prediction,static_correct,full_correct,coverage_state,risk_chain_status,security_resolution_status,transition_reason
BV3-0351,malicious,confirmed_violation,Supply-chain or dependency abuse,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0352,malicious,confirmed_violation,Unauthorized external actions,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0353,malicious,confirmed_violation,Instruction override and hidden behavior,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0354,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0355,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0356,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0357,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0358,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0359,malicious,confirmed_violation,Persistence,malicious,benign,True,False,path_incomplete,confirmed_allowed,unresolved_execution,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0360,malicious,confirmed_violation,Permission or privilege expansion,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0361,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
BV3-0362,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0363,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0364,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0365,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0366,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0367,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0368,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0369,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0370,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0371,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0372,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0373,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0374,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0375,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0376,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0377,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0378,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0379,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0380,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0381,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0382,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0383,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0384,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0385,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0386,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0387,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0388,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0389,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0390,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0391,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0392,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
BV3-0393,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0394,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0395,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0396,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0397,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0398,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0399,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0400,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0401,benign,benign_lookalike,Credential access and exfiltration,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0402,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0403,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0404,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0405,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0406,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0407,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0408,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0409,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0410,benign,benign_lookalike,Unauthorized external actions,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0411,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0412,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0413,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0414,benign,benign_lookalike,Credential access and exfiltration,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0415,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0416,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0417,benign,benign_lookalike,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0418,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0419,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0420,benign,benign_lookalike,Destructive modification / ransomware,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0421,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0422,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0423,benign,benign_lookalike,Unauthorized external actions,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0424,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0425,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0426,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0427,benign,benign_lookalike,Credential access and exfiltration,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0428,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0430,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0431,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0432,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0433,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0434,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0435,benign,benign_lookalike,Supply-chain or dependency abuse,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0436,benign,benign_lookalike,Unauthorized external actions,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0437,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0438,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0439,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0440,benign,benign_lookalike,Credential access and exfiltration,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0441,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0442,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0443,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0444,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0445,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0446,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0447,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0448,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0449,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0450,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0451,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0452,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0453,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0454,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0455,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0456,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0457,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0458,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0459,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0460,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0461,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0462,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0463,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0464,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0465,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0466,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0467,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0468,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0469,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0470,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0471,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0472,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0473,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0474,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0475,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,complete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0476,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0477,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0478,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0479,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0480,benign,benign_lookalike,Private data collection and upload,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0481,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0482,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0483,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0484,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0485,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0486,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0487,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0488,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0489,benign,benign_lookalike,Resource abuse,benign,benign,True,True,environment_missing,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0490,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0491,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0493,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0494,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0495,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0496,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0497,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0498,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0509,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0510,benign,benign_lookalike,Permission or privilege expansion,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0511,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0512,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0514,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0515,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0516,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0522,benign,benign_lookalike,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0523,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0524,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0525,benign,benign_lookalike,Reverse shell / remote control,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0526,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0527,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0528,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0529,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0530,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0531,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0532,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0533,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0534,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0535,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0536,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0537,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0538,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0539,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0540,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0541,benign,trusted_allowed,Resource abuse,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0542,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0543,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0544,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0545,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
