skill_id,name,skill_root,status,risk_level_name,risk_level,risk_score,final_risk_level,severity_label,evidence_strength,execution_outcome,skip_reason,skip_category,selected_execution_profile,recommended_execution_profile,execution_feasibility,root_cause,root_cause_detail,root_cause_v2_mechanism_class,root_cause_v2_primary_driver,root_cause_v2_evidence_status,detected_behaviors,capability_tags,llm_enabled,started_at,finished_at
mnt_e_dangerous_skills_memobank_skills_mb-harness,mb-harness,/mnt/e/dangerous_skills/memobank/skills/mb-harness,completed,低风险,low,0,low,benign_like,partial,completed_full,,,browser_lightweight,browser_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_browser|requires_local_helper_tooling,True,2026-04-27T05:25:45.022209+00:00,2026-04-27T05:25:55.201545+00:00
mnt_e_dangerous_skills_memobank_skills_mb-init,mb-init,/mnt/e/dangerous_skills/memobank/skills/mb-init,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_local_helper_tooling,True,2026-04-27T05:25:55.593954+00:00,2026-04-27T05:28:11.161491+00:00
mnt_e_dangerous_skills_memobank_skills_mb-map-codebase,mb-map-codebase,/mnt/e/dangerous_skills/memobank/skills/mb-map-codebase,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,file_write|process_spawn,requires_interactive_prompting|requires_local_helper_tooling,True,2026-04-27T05:28:11.443942+00:00,2026-04-27T05:29:09.560297+00:00
mnt_e_dangerous_skills_memobank_skills_mb-review,mb-review,/mnt/e/dangerous_skills/memobank/skills/mb-review,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,process_spawn,requires_local_helper_tooling,True,2026-04-27T05:29:09.866253+00:00,2026-04-27T05:29:27.687354+00:00
mnt_e_dangerous_skills_memobank_skills_mb-verify,mb-verify,/mnt/e/dangerous_skills/memobank/skills/mb-verify,completed,低风险,low,0,low,benign_like,partial,completed_full,,,browser_lightweight,browser_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_browser|requires_local_helper_tooling,True,2026-04-27T05:29:27.971862+00:00,2026-04-27T05:30:04.970875+00:00
mnt_e_dangerous_skills_mindsdb-mcp-skill,mindsdb-mcp-skill,/mnt/e/dangerous_skills/mindsdb-mcp-skill,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,requires_local_helper_tooling,True,2026-04-27T05:30:05.117885+00:00,2026-04-27T05:40:56.033053+00:00
mnt_e_dangerous_skills_mission-control,mission-control,/mnt/e/dangerous_skills/mission-control,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,browser_lightweight,browser_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_local_helper_tooling,True,2026-04-27T05:40:56.917327+00:00,2026-04-27T05:40:56.917356+00:00
mnt_e_dangerous_skills_mol_skill,mol,/mnt/e/dangerous_skills/mol_skill,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform,True,2026-04-27T05:40:57.093171+00:00,2026-04-27T05:41:51.851734+00:00
mnt_e_dangerous_skills_moltbook-skill,moltbook,/mnt/e/dangerous_skills/moltbook-skill,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,llm_decision,llm_decision_induced_action,ambiguous_connected_workflow,mixed,trigger_incomplete,network_access,requires_web_platform|requires_external_api_key|requires_user_supplied_artifact,True,2026-04-27T05:41:52.003263+00:00,2026-04-27T05:42:15.505059+00:00
mnt_e_dangerous_skills_moltbot-connector-feishu-dingtalk_skills_dingtalk-connection,dingtalk-connection,/mnt/e/dangerous_skills/moltbot-connector-feishu-dingtalk/skills/dingtalk-connection,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_callback_or_webhook,True,2026-04-27T05:42:16.150479+00:00,2026-04-27T05:42:16.150502+00:00
mnt_e_dangerous_skills_moltbot-connector-feishu-dingtalk_skills_feishu-connection,feishu-connection,/mnt/e/dangerous_skills/moltbot-connector-feishu-dingtalk/skills/feishu-connection,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_external_api_key|requires_callback_or_webhook|requires_messaging_stack,True,2026-04-27T05:42:16.486821+00:00,2026-04-27T05:42:55.741898+00:00
mnt_e_dangerous_skills_molttalk_skill,molttalk,/mnt/e/dangerous_skills/molttalk/skill,completed,低风险,low,0,medium,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_external_api_key,True,2026-04-27T05:42:55.960391+00:00,2026-04-27T05:45:12.297844+00:00
mnt_e_dangerous_skills_moltworker_skills_cloudflare-browser,cloudflare-browser,/mnt/e/dangerous_skills/moltworker/skills/cloudflare-browser,completed,低风险,low,0,low,benign_like,partial,completed_full,,,browser_lightweight,browser_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_browser|requires_web_platform|requires_local_helper_tooling,True,2026-04-27T05:45:12.571773+00:00,2026-04-27T05:45:21.405617+00:00
mnt_e_dangerous_skills_monetize-agent-skills,x402-agentic-creation,/mnt/e/dangerous_skills/monetize-agent-skills,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_external_api_key,True,2026-04-27T05:45:21.577832+00:00,2026-04-27T05:45:49.617202+00:00
mnt_e_dangerous_skills_msgraph_skills_msgraph,msgraph,/mnt/e/dangerous_skills/msgraph/skills/msgraph,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_interactive_prompting|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T05:45:50.316817+00:00,2026-04-27T05:45:50.316834+00:00
mnt_e_dangerous_skills_mulerouter-skills_skills_mulerouter-skills,mulerouter,/mnt/e/dangerous_skills/mulerouter-skills/skills/mulerouter-skills,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,skill_design,unsafe_command_construction,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_web_platform|requires_external_api_key|requires_interactive_prompting|requires_local_helper_tooling,True,2026-04-27T05:45:50.606946+00:00,2026-04-27T05:46:03.239800+00:00
mnt_e_dangerous_skills_nano-banana-pro-prompts-recommend-skill,nano-banana-pro-prompts-recommend-skill,/mnt/e/dangerous_skills/nano-banana-pro-prompts-recommend-skill,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_external_api_key|requires_interactive_prompting|requires_local_helper_tooling|requires_document_or_office_stack|requires_messaging_stack,True,2026-04-27T05:46:05.592565+00:00,2026-04-27T05:46:18.589220+00:00
mnt_e_dangerous_skills_nanobanana-cli_skills_nanobanana-cli,nanobanana-2-image-generation,/mnt/e/dangerous_skills/nanobanana-cli/skills/nanobanana-cli,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_web_platform|requires_external_api_key|requires_local_helper_tooling,True,2026-04-27T05:46:18.858202+00:00,2026-04-27T05:46:41.351658+00:00
mnt_e_dangerous_skills_nanoclaw-add-feishu-skill_skills_add-feishu,add-feishu,/mnt/e/dangerous_skills/nanoclaw-add-feishu-skill/skills/add-feishu,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_callback_or_webhook|requires_interactive_prompting|requires_messaging_stack,True,2026-04-27T05:46:41.623202+00:00,2026-04-27T05:46:49.986241+00:00
mnt_e_dangerous_skills_nblm,nblm,/mnt/e/dangerous_skills/nblm,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_long_horizon_task|requires_user_supplied_artifact|requires_local_helper_tooling|requires_document_or_office_stack|requires_messaging_stack,True,2026-04-27T05:46:51.585185+00:00,2026-04-27T05:46:51.585203+00:00
mnt_e_dangerous_skills_neon-soul_skills_consciousness-soul-identity,consciousness-soul-identity,/mnt/e/dangerous_skills/neon-soul/skills/consciousness-soul-identity,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_local_helper_tooling,True,2026-04-27T05:46:51.846720+00:00,2026-04-27T05:47:02.337415+00:00
mnt_e_dangerous_skills_neon-soul_skills_neon-soul,NEON-SOUL,/mnt/e/dangerous_skills/neon-soul/skills/neon-soul,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_local_helper_tooling,True,2026-04-27T05:47:02.605329+00:00,2026-04-27T05:47:15.189062+00:00
mnt_e_dangerous_skills_nextjs-seo-optimizer,nextjs-seo-optimizer,/mnt/e/dangerous_skills/nextjs-seo-optimizer,completed,低风险,low,0,low,benign_like,partial,completed_full,,,browser_lightweight,browser_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_browser|requires_web_platform|requires_long_horizon_task|requires_local_helper_tooling,True,2026-04-27T05:47:15.379969+00:00,2026-04-27T05:47:25.691125+00:00
mnt_e_dangerous_skills_nium-wiki_skills_nium-wiki,nium-wiki,/mnt/e/dangerous_skills/nium-wiki/skills/nium-wiki,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,base_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_interactive_prompting|requires_local_helper_tooling,True,2026-04-27T05:47:26.410691+00:00,2026-04-27T05:47:26.410712+00:00
mnt_e_dangerous_skills_nixkil,nixkil,/mnt/e/dangerous_skills/nixkil,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,,True,2026-04-27T05:47:26.592554+00:00,2026-04-27T05:48:09.255312+00:00
mnt_e_dangerous_skills_node-aws-security-audit,node-aws-security-audit,/mnt/e/dangerous_skills/node-aws-security-audit,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,adapter_backed,adapter_backed,blocked,skill_design,unsafe_command_construction,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,requires_web_platform|requires_external_api_key|requires_long_horizon_task|requires_interactive_prompting|requires_local_helper_tooling|requires_document_or_office_stack,True,2026-04-27T05:48:09.484172+00:00,2026-04-27T05:48:46.280284+00:00
mnt_e_dangerous_skills_node-scaling,swarm,/mnt/e/dangerous_skills/node-scaling,completed,低风险,low,0,low,benign_like,partial,completed_full,,,browser_lightweight,browser_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_browser|requires_web_platform|requires_external_api_key|requires_heavy_runtime|requires_local_helper_tooling,True,2026-04-27T05:48:46.466568+00:00,2026-04-27T05:48:59.309208+00:00
mnt_e_dangerous_skills_nodejs-best-practices-reviewer,nodejs-best-practices-reviewer,/mnt/e/dangerous_skills/nodejs-best-practices-reviewer,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,requires_web_platform|requires_callback_or_webhook|requires_interactive_prompting,True,2026-04-27T05:48:59.486129+00:00,2026-04-27T05:49:09.681535+00:00
mnt_e_dangerous_skills_notebooklm-py,notebooklm,/mnt/e/dangerous_skills/notebooklm-py,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_long_horizon_task|requires_interactive_prompting|requires_local_helper_tooling|requires_document_or_office_stack|requires_messaging_stack,True,2026-04-27T05:49:10.294252+00:00,2026-04-27T05:49:10.294273+00:00
mnt_e_dangerous_skills_notebooklm_upgraded-skill,notebooklm,/mnt/e/dangerous_skills/notebooklm_upgraded-skill,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_long_horizon_task|requires_user_supplied_artifact|requires_local_helper_tooling|requires_document_or_office_stack,True,2026-04-27T05:49:11.510929+00:00,2026-04-27T05:49:11.510960+00:00
mnt_e_dangerous_skills_npname,npname,/mnt/e/dangerous_skills/npname,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_web_platform,True,2026-04-27T05:49:11.747004+00:00,2026-04-27T05:49:23.154882+00:00
mnt_e_dangerous_skills_nstbrowser-ai-agent_skills_nstbrowser-ai-agent,nstbrowser-ai-agent,/mnt/e/dangerous_skills/nstbrowser-ai-agent/skills/nstbrowser-ai-agent,completed,低风险,low,0,low,benign_like,partial,completed_full,,,browser_lightweight,browser_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_browser|requires_web_platform|requires_external_api_key,True,2026-04-27T05:49:23.427095+00:00,2026-04-27T05:49:36.155721+00:00
mnt_e_dangerous_skills_olcli,overleaf,/mnt/e/dangerous_skills/olcli,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_user_supplied_artifact|requires_document_or_office_stack,True,2026-04-27T05:49:36.557425+00:00,2026-04-27T05:49:36.557446+00:00
mnt_e_dangerous_skills_omnidrive-skill,praxis,/mnt/e/dangerous_skills/omnidrive-skill,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,file_write|process_spawn,requires_browser|requires_web_platform|requires_external_api_key|requires_user_supplied_artifact|requires_interactive_prompting|requires_local_helper_tooling|requires_document_or_office_stack|requires_messaging_stack,True,2026-04-27T05:49:36.727380+00:00,2026-04-27T05:49:54.878355+00:00
mnt_e_dangerous_skills_omnidrive-skill_skills_praxis,praxis,/mnt/e/dangerous_skills/omnidrive-skill/skills/praxis,completed,低风险,low,0,medium,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_browser|requires_web_platform|requires_external_api_key|requires_user_supplied_artifact|requires_interactive_prompting|requires_document_or_office_stack|requires_messaging_stack,True,2026-04-27T05:49:55.163324+00:00,2026-04-27T05:50:04.233583+00:00
mnt_e_dangerous_skills_onboardme_skills_onboardme,onboardme,/mnt/e/dangerous_skills/onboardme/skills/onboardme,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_local_helper_tooling,True,2026-04-27T05:50:06.696551+00:00,2026-04-27T05:50:16.009998+00:00
mnt_e_dangerous_skills_open-zepellin-skills,openzeppelin-solidity,/mnt/e/dangerous_skills/open-zepellin-skills,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_external_api_key,True,2026-04-27T05:50:16.190538+00:00,2026-04-27T05:51:53.154548+00:00
mnt_e_dangerous_skills_openclaw-acp,virtuals-protocol-acp,/mnt/e/dangerous_skills/openclaw-acp,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,prompt_injection_suspected,prompt_injection_suspected,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_interactive_prompting|requires_messaging_stack,True,2026-04-27T05:51:53.763388+00:00,2026-04-27T05:51:53.763403+00:00
mnt_e_dangerous_skills_openclaw-agentmail-skill,agentmail,/mnt/e/dangerous_skills/openclaw-agentmail-skill,completed,低风险,low,0,medium,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_external_api_key|requires_user_supplied_artifact|requires_messaging_stack,True,2026-04-27T05:51:53.979485+00:00,2026-04-27T05:52:07.604694+00:00
mnt_e_dangerous_skills_openclaw-backup,myclaw-backup,/mnt/e/dangerous_skills/openclaw-backup,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,browser_lightweight,browser_lightweight,conditional,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,file_write|process_spawn|shell_execution,requires_browser|requires_web_platform|requires_external_api_key|requires_user_supplied_artifact|requires_local_helper_tooling,True,2026-04-27T05:52:07.774760+00:00,2026-04-27T05:52:27.939255+00:00
mnt_e_dangerous_skills_openclaw-backup-dnkxm,openclaw-backup,/mnt/e/dangerous_skills/openclaw-backup-dnkxm,completed,低风险,low,0,critical,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,ready,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,,True,2026-04-27T05:52:28.140705+00:00,2026-04-27T05:53:10.711737+00:00
mnt_e_dangerous_skills_openclaw-checkpoint,openclaw-checkpoint,/mnt/e/dangerous_skills/openclaw-checkpoint,skipped,,,,critical,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,browser_lightweight,browser_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_interactive_prompting|requires_local_helper_tooling,True,2026-04-27T05:53:11.272589+00:00,2026-04-27T05:53:11.272614+00:00
mnt_e_dangerous_skills_openclaw-command-center,command-center,/mnt/e/dangerous_skills/openclaw-command-center,completed,低风险,low,0,medium,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_external_api_key|requires_long_horizon_task|requires_local_helper_tooling,True,2026-04-27T05:53:11.439019+00:00,2026-04-27T05:53:24.916131+00:00
mnt_e_dangerous_skills_openclaw-ecommerce-skills_shipstation-orders,shipstation-orders,/mnt/e/dangerous_skills/openclaw-ecommerce-skills/shipstation-orders,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_external_api_key|requires_long_horizon_task,True,2026-04-27T05:53:25.134066+00:00,2026-04-27T05:53:39.505756+00:00
mnt_e_dangerous_skills_openclaw-github-assistant,github,/mnt/e/dangerous_skills/openclaw-github-assistant,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_external_api_key,True,2026-04-27T05:53:39.687203+00:00,2026-04-27T05:53:50.040637+00:00
mnt_e_dangerous_skills_openclaw-homeassistant,openclaw-homeassistant,/mnt/e/dangerous_skills/openclaw-homeassistant,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_external_api_key,True,2026-04-27T05:53:50.219691+00:00,2026-04-27T05:54:00.663229+00:00
mnt_e_dangerous_skills_openclaw-leaderboard,openclaw-leaderboard,/mnt/e/dangerous_skills/openclaw-leaderboard,completed,严重风险,critical,100,critical,severe_risk,partial,completed_full,,,base_lightweight,base_lightweight,conditional,llm_decision,llm_decision_induced_action,overprivileged_external_transfer,mixed,trigger_incomplete,file_write|network_access,requires_web_platform|requires_user_supplied_artifact|requires_local_helper_tooling,True,2026-04-27T05:54:00.851921+00:00,2026-04-27T05:54:55.908845+00:00
mnt_e_dangerous_skills_openclaw-leaderboard_openclaw-skill,openclaw-leaderboard,/mnt/e/dangerous_skills/openclaw-leaderboard/openclaw-skill,completed,中风险,medium,25,medium,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,llm_decision,llm_decision_induced_action,ambiguous_connected_workflow,mixed,trigger_incomplete,file_write|network_access,requires_web_platform|requires_external_api_key|requires_user_supplied_artifact,True,2026-04-27T05:54:56.112121+00:00,2026-04-27T05:55:37.433779+00:00
mnt_e_dangerous_skills_openclaw-logfire,openclaw-logfire,/mnt/e/dangerous_skills/openclaw-logfire,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_callback_or_webhook,True,2026-04-27T05:55:37.924513+00:00,2026-04-27T05:55:37.924535+00:00
mnt_e_dangerous_skills_openclaw-notion-skill,notion,/mnt/e/dangerous_skills/openclaw-notion-skill,completed,低风险,low,0,low,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_web_platform|requires_external_api_key|requires_callback_or_webhook|requires_long_horizon_task|requires_messaging_stack,True,2026-04-27T05:55:38.101089+00:00,2026-04-27T05:55:56.909529+00:00
mnt_e_dangerous_skills_openclaw-sec,openclaw-sec,/mnt/e/dangerous_skills/openclaw-sec,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_callback_or_webhook|requires_long_horizon_task|requires_interactive_prompting|requires_messaging_stack,True,2026-04-27T05:55:57.341997+00:00,2026-04-27T05:55:57.342026+00:00
mnt_e_dangerous_skills_openclaw-self-healing,openclaw-self-healing,/mnt/e/dangerous_skills/openclaw-self-healing,completed,低风险,low,0,critical,weakly_suspicious,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,ambiguous_connected_workflow,mixed,trigger_incomplete,file_write|process_spawn,requires_web_platform|requires_callback_or_webhook|requires_long_horizon_task|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T05:55:57.523606+00:00,2026-04-27T05:56:11.207754+00:00
mnt_e_dangerous_skills_openclaw-skill-browser-use,Browser Use,/mnt/e/dangerous_skills/openclaw-skill-browser-use,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_user_supplied_artifact|requires_interactive_prompting|requires_local_helper_tooling|requires_document_or_office_stack,True,2026-04-27T05:56:11.846891+00:00,2026-04-27T05:56:11.846919+00:00
mnt_e_dangerous_skills_openclaw-skill-claude-code,claude-code,/mnt/e/dangerous_skills/openclaw-skill-claude-code,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_oauth_or_login|requires_long_horizon_task|requires_messaging_stack,True,2026-04-27T05:56:12.548063+00:00,2026-04-27T05:56:12.548093+00:00
mnt_e_dangerous_skills_openclaw-skill-xhs,xhs,/mnt/e/dangerous_skills/openclaw-skill-xhs,skipped,,,,medium,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,browser_lightweight,browser_lightweight,blocked,unknown,unknown,insufficient_context,authored_skill_logic,static_only,,requires_browser|requires_web_platform|requires_oauth_or_login|requires_external_api_key|requires_long_horizon_task,True,2026-04-27T05:56:13.000006+00:00,2026-04-27T05:56:13.000026+00:00
mnt_e_dangerous_skills_openclaw-solana-plugins_skills_solana-trader,solana-trader,/mnt/e/dangerous_skills/openclaw-solana-plugins/skills/solana-trader,completed,低风险,low,0,low,weakly_suspicious,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,unsafe_command_construction,tool_selection,trigger_incomplete,process_spawn|shell_execution,requires_web_platform|requires_external_api_key|requires_long_horizon_task|requires_local_helper_tooling,True,2026-04-27T05:56:13.365515+00:00,2026-04-27T05:56:26.914076+00:00
mnt_e_dangerous_skills_openclaw-tavily_skills_tavily-search,tavily-search,/mnt/e/dangerous_skills/openclaw-tavily/skills/tavily-search,completed,低风险,low,0,low,benign_like,partial,completed_full,,,base_lightweight,base_lightweight,conditional,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,,requires_web_platform|requires_external_api_key|requires_local_helper_tooling,True,2026-04-27T05:56:27.202539+00:00,2026-04-27T05:56:37.577865+00:00
mnt_e_dangerous_skills_openclaw-token-optimizer,token-optimizer,/mnt/e/dangerous_skills/openclaw-token-optimizer,skipped,,,,low,benign_like,partial,skipped_bounded,auth_or_external_account_required,auth_or_external_account_required,adapter_backed,adapter_backed,blocked,prompt_injection_suspected,prompt_injection_suspected,insufficient_context,authored_skill_logic,static_only,,requires_oauth_or_login|requires_external_api_key|requires_long_horizon_task|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T05:56:38.226294+00:00,2026-04-27T05:56:38.226320+00:00
mnt_e_dangerous_skills_openclaw-watchdog,openclaw-watchdog,/mnt/e/dangerous_skills/openclaw-watchdog,completed,低风险,low,0,medium,benign_like,partial,completed_full,,,adapter_backed,adapter_backed,blocked,unknown,unknown,insufficient_context,authored_skill_logic,trigger_incomplete,file_write,requires_external_api_key|requires_long_horizon_task|requires_local_helper_tooling|requires_messaging_stack,True,2026-04-27T05:56:38.397747+00:00,2026-04-27T05:57:00.339174+00:00
