sample_id,expected_label,expected_outcome,risk_family,static_prediction,full_prediction,static_correct,full_correct,coverage_state,risk_chain_status,security_resolution_status,transition_reason
PB-359,malicious,confirmed_violation,Destructive modification / ransomware,malicious,benign,True,False,path_incomplete,confirmed_allowed,resolved_allowed,runtime_execution_or_path_incomplete_suppressed_static_risk
PB-360,malicious,confirmed_violation,Reverse shell / remote control,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-361,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-362,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-363,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-364,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-365,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-366,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-367,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-368,malicious,confirmed_violation,Private data collection and upload,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-369,malicious,confirmed_violation,LLM-mediated disclosure,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-370,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-371,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-372,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-373,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-374,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-375,malicious,confirmed_violation,Credential access and exfiltration,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-376,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-377,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-378,malicious,confirmed_violation,Untrusted download and execute,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-379,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-380,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-381,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-382,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-383,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-384,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-385,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-386,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-387,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-388,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-389,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-390,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,timeout,no_sensitive_flow_observed,unresolved_before_sink,same_or_non_decisive_transition
PB-391,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-392,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-393,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-394,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-395,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-396,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-397,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-398,malicious,confirmed_violation,Multi-stage compositional behavior,malicious,malicious,True,True,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-399,benign,benign_lookalike,Credential access and exfiltration,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-400,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-401,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-402,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-403,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-404,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-405,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-406,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-407,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-408,benign,benign_lookalike,Unauthorized external actions,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-409,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-410,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-411,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-412,benign,benign_lookalike,Credential access and exfiltration,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-413,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-414,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-415,benign,benign_lookalike,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-416,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-417,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-418,benign,benign_lookalike,Destructive modification / ransomware,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-419,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-420,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-421,benign,benign_lookalike,Unauthorized external actions,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-422,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-423,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-424,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-425,benign,benign_lookalike,Credential access and exfiltration,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-426,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-427,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-428,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-429,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-430,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-431,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-432,benign,benign_lookalike,Supply-chain or dependency abuse,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-433,benign,benign_lookalike,Unauthorized external actions,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-434,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-435,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-436,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-437,benign,benign_lookalike,Credential access and exfiltration,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-438,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-439,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-440,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-441,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-442,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-443,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-444,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-445,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-446,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-447,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-448,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-449,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-450,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-451,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-452,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-453,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-454,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-455,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-456,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-457,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-458,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-459,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-460,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-461,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-462,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-463,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-464,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-465,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-466,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-467,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-468,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-469,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-470,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-471,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-472,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,complete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-473,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-474,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-475,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-476,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-477,benign,benign_lookalike,Private data collection and upload,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-478,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-479,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-480,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-481,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-482,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-483,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-484,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-485,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-486,benign,benign_lookalike,Resource abuse,benign,benign,True,True,environment_missing,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-487,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-488,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-489,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-490,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-491,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-492,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-493,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-494,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-495,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-496,benign,benign_lookalike,Permission or privilege expansion,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-497,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-498,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-499,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-500,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-501,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-502,benign,benign_lookalike,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-503,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-504,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-505,benign,benign_lookalike,Reverse shell / remote control,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-506,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-507,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-508,benign,benign_lookalike,Resource abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-509,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-510,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-511,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-512,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-513,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-514,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-515,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-516,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-517,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-518,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-519,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-520,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-521,benign,trusted_allowed,Resource abuse,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-522,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-523,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-524,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-525,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-526,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,complete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-527,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-528,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-529,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-530,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-531,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-532,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-533,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-534,benign,trusted_allowed,Resource abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-535,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-536,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-537,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-538,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-539,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-540,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
