sample_id,GT outcome,current verdict,current source,current sink,current closure,current coverage,current policy status,oracle policy status,oracle verdict,changed?,correct_after_oracle?,error_type,source_correct,sink_correct,provenance_correct
BV3-0358,confirmed_violation,malicious,T-2935ace595d6d648;registry/channel.json;source:T-2935ace595d6d648,http://localhost:20358/runner-feed;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0359,confirmed_violation,benign,T-45681e6952d67447;requests/startup-note.md;source:T-45681e6952d67447,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,no_correct_existing_closure_coverage_limited,benign,False,False,COVERAGE_NOT_FIXABLE,True,False,False
BV3-0360,confirmed_violation,benign,T-301901917269e1dd;requests/role-grant.md;source:T-301901917269e1dd,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,no_correct_existing_closure_coverage_limited,benign,False,False,COVERAGE_NOT_FIXABLE,True,False,False
BV3-0361,confirmed_violation,benign,T-3be1c11956cf19a2;retention/list.txt;source:T-3be1c11956cf19a2,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,no_correct_existing_closure_coverage_limited,benign,False,False,COVERAGE_NOT_FIXABLE,True,False,False
BV3-0362,confirmed_violation,malicious,T-2446f537c42e5c14;controller/inbox.jsonl;source:T-2446f537c42e5c14,http://localhost:20362/controller-inbox;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0363,confirmed_violation,malicious,T-cc8a02e2a5ed1d46;materials/bridge-note.md;source:T-cc8a02e2a5ed1d46,http://localhost:20363/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0364,confirmed_violation,malicious,T-3bde31c331819297;source:T-3bde31c331819297;vault/recovery-card.md,http://localhost:20364/vault-desk;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0365,confirmed_violation,malicious,T-c8886bcd90252cf5;exports/care-roster.csv;source:T-c8886bcd90252cf5,http://localhost:20365/care-intake;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0366,confirmed_violation,malicious,T-873b4ab59cbfb5c7;internal/model-note.md;source:T-873b4ab59cbfb5c7,http://localhost:20366/brief-channel;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0367,confirmed_violation,malicious,T-534801f70fc26ee6;registry/channel.json;source:T-534801f70fc26ee6,http://localhost:20367/runner-feed;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0368,confirmed_violation,malicious,T-6d201c6722e892c5;materials/bridge-note.md;source:T-6d201c6722e892c5,http://localhost:20368/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0369,confirmed_violation,malicious,T-d18d9814fd21ad53;source:T-d18d9814fd21ad53;vault/recovery-card.md,http://localhost:20369/vault-desk;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0370,confirmed_violation,malicious,T-8d579a4b8b0ce7bd;exports/care-roster.csv;source:T-8d579a4b8b0ce7bd,http://localhost:20370/care-intake;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0371,confirmed_violation,malicious,T-d320c1c1d22d81ee;internal/model-note.md;source:T-d320c1c1d22d81ee,http://localhost:20371/brief-channel;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0372,confirmed_violation,malicious,T-1b0283cb7ab3027a;registry/channel.json;source:T-1b0283cb7ab3027a,http://localhost:20372/runner-feed;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0373,confirmed_violation,malicious,T-157db89b46b31086;materials/bridge-note.md;source:T-157db89b46b31086,http://localhost:20373/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0374,confirmed_violation,malicious,T-c17e71b3e51e153f;source:T-c17e71b3e51e153f;vault/recovery-card.md,http://localhost:20374/vault-desk;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0375,confirmed_violation,malicious,T-a941eb5ec8953e35;registry/channel.json;source:T-a941eb5ec8953e35,http://localhost:20375/runner-feed;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0376,confirmed_violation,malicious,T-7b46e862a5a027fc;materials/bridge-note.md;source:T-7b46e862a5a027fc,http://localhost:20376/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0377,confirmed_violation,malicious,T-188b31cef3c27b97;source:T-188b31cef3c27b97;vault/recovery-card.md,http://localhost:20377/vault-desk;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0378,confirmed_violation,malicious,T-79359b7b34925ab1;registry/channel.json;source:T-79359b7b34925ab1,http://localhost:20378/runner-feed;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0379,confirmed_violation,malicious,T-0db9c53bede862a2;materials/bridge-note.md;source:T-0db9c53bede862a2,http://localhost:20379/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0380,confirmed_violation,malicious,T-20c1016699476b2c;registry/channel.json;source:T-20c1016699476b2c,http://localhost:20380/runner-feed;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0381,confirmed_violation,malicious,T-1a59f8dcfb872412;materials/bridge-note.md;source:T-1a59f8dcfb872412,http://localhost:20381/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0382,confirmed_violation,malicious,T-f53c6b93ac8b80b8;materials/bridge-note.md;source:T-f53c6b93ac8b80b8,http://localhost:20382/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0383,confirmed_violation,malicious,T-22aee60a9e0b98e7;materials/bridge-note.md;source:T-22aee60a9e0b98e7,http://localhost:20383/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0384,confirmed_violation,malicious,T-91399fa008620cd6;materials/bridge-note.md;source:T-91399fa008620cd6,http://localhost:20384/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0385,confirmed_violation,malicious,T-f5a672382cb39624;materials/bridge-note.md;source:T-f5a672382cb39624,http://localhost:20385/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0386,confirmed_violation,malicious,T-658701364ac8dbc5;materials/bridge-note.md;source:T-658701364ac8dbc5,http://localhost:20386/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0387,confirmed_violation,malicious,T-fc6750005883448e;materials/bridge-note.md;source:T-fc6750005883448e,http://localhost:20387/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0388,confirmed_violation,malicious,T-00705692d377a91c;materials/bridge-note.md;source:T-00705692d377a91c,http://localhost:20388/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0389,confirmed_violation,malicious,T-e2cf378d4d5f8bb8;materials/bridge-note.md;source:T-e2cf378d4d5f8bb8,http://localhost:20389/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0390,confirmed_violation,malicious,T-7f98bac8aaa830cb;materials/bridge-note.md;source:T-7f98bac8aaa830cb,http://localhost:20390/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0391,confirmed_violation,malicious,T-59856cc93524be47;materials/bridge-note.md;source:T-59856cc93524be47,http://localhost:20391/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0392,confirmed_violation,malicious,,,False,timeout,no_sensitive_flow_observed,not_applied,malicious,False,True,not_error,False,False,False
BV3-0393,confirmed_violation,malicious,T-2e8048573fba91a2;materials/bridge-note.md;source:T-2e8048573fba91a2,http://localhost:20393/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0394,confirmed_violation,malicious,T-b282c2a366b4e535;materials/bridge-note.md;source:T-b282c2a366b4e535,http://localhost:20394/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0395,confirmed_violation,malicious,T-d5900a86947637a9;materials/bridge-note.md;source:T-d5900a86947637a9,http://localhost:20395/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0396,confirmed_violation,malicious,T-e676373b95482462;materials/bridge-note.md;source:T-e676373b95482462,http://localhost:20396/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0397,confirmed_violation,malicious,T-b94b957a31da06fe;materials/bridge-note.md;source:T-b94b957a31da06fe,http://localhost:20397/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0398,confirmed_violation,malicious,T-87daa3cd12762ad7;materials/bridge-note.md;source:T-87daa3cd12762ad7,http://localhost:20398/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0399,confirmed_violation,malicious,T-a55277ecfe9017da;materials/bridge-note.md;source:T-a55277ecfe9017da,http://localhost:20399/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0400,confirmed_violation,malicious,T-84214a049ac049ba;materials/bridge-note.md;source:T-84214a049ac049ba,http://localhost:20400/bridge-bus;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,not_applied,malicious,False,True,not_error,True,True,True
BV3-0401,benign_lookalike,benign,T-dba331b329a0080a;source:T-dba331b329a0080a;vault/recovery-card.md,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0402,benign_lookalike,benign,T-a18be8c447e93dfe;exports/care-roster.csv;source:T-a18be8c447e93dfe,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0403,benign_lookalike,benign,T-4c8995bf8d656472;internal/model-note.md;source:T-4c8995bf8d656472,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0404,benign_lookalike,benign,T-f0935b93f1124a8a;registry/channel.json;source:T-f0935b93f1124a8a,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0405,benign_lookalike,benign,T-50a40b63e3aa3eee;requests/startup-note.md;source:T-50a40b63e3aa3eee,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0406,benign_lookalike,benign,T-4e1f1f1d56ca0bb2;requests/role-grant.md;source:T-4e1f1f1d56ca0bb2,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0407,benign_lookalike,benign,T-162adb41bbde515b;retention/list.txt;source:T-162adb41bbde515b,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0408,benign_lookalike,benign,T-6dbd5cafd9142394;controller/inbox.jsonl;source:T-6dbd5cafd9142394,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0409,benign_lookalike,benign,T-169bb7e3a8ee34a9;candidate/package-note.md;source:T-169bb7e3a8ee34a9,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0410,benign_lookalike,benign,T-dfbc88218f8428f2;requests/desk-change.md;source:T-dfbc88218f8428f2,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0411,benign_lookalike,benign,T-76445b3b451dbbd6;jobs/burst-plan.md;source:T-76445b3b451dbbd6,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0412,benign_lookalike,benign,,,False,timeout,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0413,benign_lookalike,benign,T-79e468dbd5ec993b;materials/bridge-note.md;source:T-79e468dbd5ec993b,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0414,benign_lookalike,benign,T-523dea160292c46d;source:T-523dea160292c46d;vault/recovery-card.md,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0415,benign_lookalike,benign,T-3115678a9e3aec34;exports/care-roster.csv;source:T-3115678a9e3aec34,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0416,benign_lookalike,benign,T-fafd77e2ad13c4d8;internal/model-note.md;source:T-fafd77e2ad13c4d8,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0417,benign_lookalike,benign,T-0ec3c6a72e4d1eb7;registry/channel.json;source:T-0ec3c6a72e4d1eb7,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0418,benign_lookalike,benign,T-86883c18418f8184;requests/startup-note.md;source:T-86883c18418f8184,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0419,benign_lookalike,benign,T-7d66fd11b9d80961;requests/role-grant.md;source:T-7d66fd11b9d80961,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0420,benign_lookalike,benign,T-d7e76b9ea317b9f9;retention/list.txt;source:T-d7e76b9ea317b9f9,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0421,benign_lookalike,benign,,,False,path_not_triggered,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0422,benign_lookalike,benign,T-1ae80b2c98b9eeee;candidate/package-note.md;source:T-1ae80b2c98b9eeee,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0423,benign_lookalike,benign,T-130b0f15270159da;requests/desk-change.md;source:T-130b0f15270159da,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0424,benign_lookalike,benign,T-425c7eefdd0038d7;jobs/burst-plan.md;source:T-425c7eefdd0038d7,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0425,benign_lookalike,benign,T-dc705155d3c0092f;docs/main.md;source:T-dc705155d3c0092f,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0426,benign_lookalike,benign,T-b0cbedb176349f8f;materials/bridge-note.md;source:T-b0cbedb176349f8f,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0427,benign_lookalike,benign,T-9a5b8034b667bc68;source:T-9a5b8034b667bc68;vault/recovery-card.md,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0428,benign_lookalike,benign,T-c61ca769e5c68a8d;exports/care-roster.csv;source:T-c61ca769e5c68a8d,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0430,benign_lookalike,benign,T-176faa8312115402;registry/channel.json;source:T-176faa8312115402,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0431,benign_lookalike,benign,T-59ba24b3e76a98e6;requests/startup-note.md;source:T-59ba24b3e76a98e6,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0432,benign_lookalike,benign,T-f6849225ae2d92bd;requests/role-grant.md;source:T-f6849225ae2d92bd,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0433,benign_lookalike,benign,T-82dcc835f564c53d;retention/list.txt;source:T-82dcc835f564c53d,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0434,benign_lookalike,benign,T-fc49b501ac458edf;controller/inbox.jsonl;source:T-fc49b501ac458edf,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0435,benign_lookalike,benign,T-9063676d8db2bb52;candidate/package-note.md;source:T-9063676d8db2bb52,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0436,benign_lookalike,benign,T-be5b07dd54b77a87;requests/desk-change.md;source:T-be5b07dd54b77a87,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0437,benign_lookalike,benign,T-ae5aecf1c2b07410;jobs/burst-plan.md;source:T-ae5aecf1c2b07410,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0438,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0439,benign_lookalike,benign,T-01b2ab5579dcb756;materials/bridge-note.md;source:T-01b2ab5579dcb756,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0440,benign_lookalike,benign,T-e415c6ef5683c7da;source:T-e415c6ef5683c7da;vault/recovery-card.md,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0441,benign_lookalike,benign,T-989e46f45a4d47b7;exports/care-roster.csv;source:T-989e46f45a4d47b7,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0442,benign_lookalike,benign,T-caf5d1bd724d2dcc;internal/model-note.md;source:T-caf5d1bd724d2dcc,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0443,benign_lookalike,benign,T-5bb9abcf0308e813;registry/channel.json;source:T-5bb9abcf0308e813,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0444,benign_lookalike,benign,T-3b24a003c7c16c6f;requests/startup-note.md;source:T-3b24a003c7c16c6f,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0445,benign_lookalike,benign,T-30745814cf349608;requests/role-grant.md;source:T-30745814cf349608,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0446,benign_lookalike,benign,T-9dca0d58f71fb29d;retention/list.txt;source:T-9dca0d58f71fb29d,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0447,benign_lookalike,benign,T-1272988895cfe3e8;controller/inbox.jsonl;source:T-1272988895cfe3e8,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0448,benign_lookalike,benign,T-9aef1410413ffed0;candidate/package-note.md;source:T-9aef1410413ffed0,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0449,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0450,benign_lookalike,benign,T-4130f06f41510e1d;jobs/burst-plan.md;source:T-4130f06f41510e1d,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0451,benign_lookalike,benign,T-220a7c896381de47;docs/main.md;source:T-220a7c896381de47,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0452,benign_lookalike,benign,T-d60f19090179421e;materials/bridge-note.md;source:T-d60f19090179421e,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0453,benign_lookalike,benign,,,False,timeout,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0454,benign_lookalike,benign,,,False,environment_missing,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0455,benign_lookalike,benign,,,False,environment_missing,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0456,benign_lookalike,benign,,,False,environment_missing,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0457,benign_lookalike,benign,T-7ea1dee52814899e;requests/startup-note.md;source:T-7ea1dee52814899e,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0458,benign_lookalike,benign,T-f53e415adbe4f4c6;requests/role-grant.md;source:T-f53e415adbe4f4c6,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0459,benign_lookalike,benign,T-ee6993bf714679b2;retention/list.txt;source:T-ee6993bf714679b2,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0460,benign_lookalike,benign,T-4857a0e0c9ca667d;controller/inbox.jsonl;source:T-4857a0e0c9ca667d,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0461,benign_lookalike,benign,T-cbced0bedab14d4c;candidate/package-note.md;source:T-cbced0bedab14d4c,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0462,benign_lookalike,benign,T-84e8bd91e69424d5;requests/desk-change.md;source:T-84e8bd91e69424d5,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0463,benign_lookalike,benign,T-f42b59e88a175a53;jobs/burst-plan.md;source:T-f42b59e88a175a53,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0464,benign_lookalike,benign,T-d00302c3350c4046;docs/main.md;source:T-d00302c3350c4046,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0465,benign_lookalike,benign,T-51ff226db42f7881;materials/bridge-note.md;source:T-51ff226db42f7881,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0466,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0467,benign_lookalike,benign,exports/care-roster.csv,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,True,False,False
BV3-0468,benign_lookalike,benign,T-f669918c0ea88b2e;internal/model-note.md;source:T-f669918c0ea88b2e,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0469,benign_lookalike,benign,registry/channel.json,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,True,False,False
BV3-0470,benign_lookalike,benign,T-9514a18997fbb675;requests/startup-note.md;source:T-9514a18997fbb675,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0471,benign_lookalike,benign,T-341d5776b3efb86a;requests/role-grant.md;source:T-341d5776b3efb86a,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0472,benign_lookalike,benign,T-594a4d49b88ab5da;retention/list.txt;source:T-594a4d49b88ab5da,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0473,benign_lookalike,benign,controller/inbox.jsonl,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,True,False,False
BV3-0474,benign_lookalike,benign,T-3332c3d53f421b64;candidate/package-note.md;source:T-3332c3d53f421b64,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0475,benign_lookalike,benign,T-f8ca7437bec9bcc1;requests/desk-change.md;source:T-f8ca7437bec9bcc1,http://localhost:8080/summary;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0476,benign_lookalike,benign,T-d353972cc53a26ed;jobs/burst-plan.md;source:T-d353972cc53a26ed,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0477,benign_lookalike,benign,T-5e40f4a490b620bf;docs/main.md;source:T-5e40f4a490b620bf,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
