sample_id,writing_style_family,multi_file,llm_mediated,risk_family,transformation,transport_carrier,confirmed_violation_chain,complete_chain_recovered,coverage_state,exact_chain_match
BV3-0525,data handling guide,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,False,False,path_incomplete,False
BV3-0526,onboarding note,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0527,troubleshooting page,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
BV3-0528,runbook,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
BV3-0529,FAQ,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,target_reached_no_flow,False
BV3-0530,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0531,integration guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
BV3-0532,incident procedure,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
BV3-0533,migration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,execution_failed,False
BV3-0534,policy memo,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0535,operator checklist,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
BV3-0536,release note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0537,data handling guide,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0538,onboarding note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,target_reached_no_flow,False
BV3-0539,troubleshooting page,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0540,runbook,False,True,Unauthorized external actions,action request post;LLM summary,action request post,False,False,path_incomplete,False
BV3-0541,FAQ,False,False,Resource abuse,many job requests,many job requests,False,False,path_incomplete,False
BV3-0542,maintenance note,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,timeout,False
BV3-0543,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0544,incident procedure,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
BV3-0545,migration guide,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,False,False,path_incomplete,False
BV3-0546,policy memo,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,complete,False
BV3-0547,operator checklist,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0548,release note,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0549,data handling guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0550,onboarding note,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,path_incomplete,False
BV3-0551,troubleshooting page,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,execution_failed,False
BV3-0552,runbook,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,execution_failed,False
BV3-0553,FAQ,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
BV3-0554,maintenance note,False,False,Resource abuse,many job requests,many job requests,True,False,complete,False
BV3-0555,integration guide,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,path_incomplete,False
BV3-0556,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0557,migration guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
BV3-0558,policy memo,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
BV3-0559,operator checklist,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0560,release note,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,path_incomplete,False
BV3-0561,data handling guide,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0562,onboarding note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0563,troubleshooting page,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0564,runbook,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,False,complete,False
BV3-0565,FAQ,False,True,Supply-chain or dependency abuse,package archive;LLM summary,package archive,True,False,complete,False
BV3-0566,maintenance note,False,False,Unauthorized external actions,action request post,action request post,True,False,complete,False
BV3-0567,integration guide,False,False,Resource abuse,many job requests,many job requests,True,False,complete,False
BV3-0568,incident procedure,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0569,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0570,policy memo,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,False,False,path_incomplete,False
BV3-0571,operator checklist,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,execution_failed,False
BV3-0572,release note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,execution_failed,False
BV3-0573,data handling guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0574,onboarding note,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0575,troubleshooting page,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
BV3-0576,runbook,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0577,FAQ,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,execution_failed,False
BV3-0578,maintenance note,False,False,Supply-chain or dependency abuse,package archive,package archive,True,False,complete,False
BV3-0579,integration guide,False,False,Unauthorized external actions,action request post,action request post,True,False,complete,False
BV3-0580,incident procedure,False,True,Resource abuse,many job requests;LLM summary,many job requests,True,False,complete,False
BV3-0581,migration guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0582,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0583,operator checklist,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0584,release note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,environment_missing,False
BV3-0586,onboarding note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0587,troubleshooting page,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0588,runbook,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0589,FAQ,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,environment_missing,False
BV3-0590,maintenance note,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,False,False,execution_failed,False
BV3-0591,integration guide,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,path_incomplete,False
BV3-0592,incident procedure,False,False,Unauthorized external actions,action request post,action request post,True,False,complete,False
BV3-0593,migration guide,False,False,Resource abuse,many job requests,many job requests,True,False,complete,False
BV3-0594,policy memo,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0595,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0596,release note,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0597,data handling guide,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,False,complete,False
BV3-0598,onboarding note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,False,complete,False
BV3-0599,troubleshooting page,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0600,runbook,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,path_incomplete,False
BV3-0601,FAQ,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0602,maintenance note,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0603,integration guide,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,execution_failed,False
BV3-0604,incident procedure,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,execution_failed,False
BV3-0605,migration guide,False,True,Unauthorized external actions,action request post;LLM summary,action request post,True,False,complete,False
BV3-0606,policy memo,False,False,Resource abuse,many job requests,many job requests,False,False,execution_failed,False
BV3-0607,operator checklist,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0608,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0609,data handling guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0610,onboarding note,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,True,False,complete,False
BV3-0611,troubleshooting page,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,False,complete,False
BV3-0612,runbook,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0613,FAQ,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0614,maintenance note,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0615,integration guide,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,path_incomplete,False
BV3-0616,incident procedure,False,False,Reverse shell / remote control,controller poll response,controller poll response,True,False,complete,False
BV3-0617,migration guide,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,timeout,False
BV3-0618,policy memo,False,False,Unauthorized external actions,action request post,action request post,True,False,complete,False
BV3-0619,operator checklist,False,False,Resource abuse,many job requests,many job requests,False,False,execution_failed,False
BV3-0620,release note,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,path_incomplete,False
BV3-0621,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0622,onboarding note,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0623,troubleshooting page,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,False,complete,False
BV3-0624,runbook,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0625,FAQ,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,path_incomplete,False
BV3-0626,maintenance note,False,False,Persistence,startup list entry,startup list entry,False,False,environment_missing,False
BV3-0627,integration guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0628,incident procedure,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0629,migration guide,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
BV3-0630,policy memo,False,True,Supply-chain or dependency abuse,package archive;LLM summary,package archive,True,False,complete,False
BV3-0631,operator checklist,False,False,Unauthorized external actions,action request post,action request post,False,False,execution_failed,False
BV3-0632,release note,False,False,Resource abuse,many job requests,many job requests,False,False,execution_failed,False
BV3-0633,data handling guide,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0634,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0635,troubleshooting page,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,True,False,complete,False
BV3-0636,runbook,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,False,complete,False
BV3-0637,FAQ,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_not_triggered,False
BV3-0638,maintenance note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0639,integration guide,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0640,incident procedure,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
BV3-0641,migration guide,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0642,policy memo,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,execution_failed,False
BV3-0643,operator checklist,False,False,Supply-chain or dependency abuse,package archive,package archive,True,False,complete,False
BV3-0644,release note,False,False,Unauthorized external actions,action request post,action request post,True,False,complete,False
BV3-0645,data handling guide,False,True,Resource abuse,many job requests;LLM summary,many job requests,False,False,target_reached_no_flow,False
BV3-0646,onboarding note,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0647,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0648,runbook,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0649,FAQ,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
BV3-0650,maintenance note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0651,integration guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0653,migration guide,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,path_incomplete,False
BV3-0654,policy memo,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0655,operator checklist,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,False,False,execution_failed,False
BV3-0656,release note,False,False,Supply-chain or dependency abuse,package archive,package archive,True,False,complete,False
BV3-0657,data handling guide,False,False,Unauthorized external actions,action request post,action request post,False,False,path_incomplete,False
BV3-0658,onboarding note,False,False,Resource abuse,many job requests,many job requests,False,False,target_reached_no_flow,False
BV3-0659,troubleshooting page,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0660,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0661,FAQ,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0662,maintenance note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
BV3-0663,integration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,False,complete,False
BV3-0664,incident procedure,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0665,migration guide,False,True,Persistence,startup list entry;LLM summary,startup list entry,False,False,execution_failed,False
BV3-0666,policy memo,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,execution_failed,False
BV3-0667,operator checklist,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,environment_missing,False
BV3-0668,release note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,path_incomplete,False
BV3-0669,data handling guide,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,environment_missing,False
BV3-0670,onboarding note,False,True,Unauthorized external actions,action request post;LLM summary,action request post,False,False,timeout,False
BV3-0671,troubleshooting page,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,path_incomplete,False
BV3-0672,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0673,FAQ,False,False,Credential access and exfiltration,plain text request,plain text request,True,False,complete,False
BV3-0675,integration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,execution_failed,False
BV3-0676,incident procedure,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0677,migration guide,False,False,Persistence,startup list entry,startup list entry,False,False,path_incomplete,False
BV3-0678,policy memo,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,execution_failed,False
BV3-0679,operator checklist,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,timeout,False
BV3-0680,release note,False,True,Reverse shell / remote control,controller poll response;LLM summary,controller poll response,False,False,execution_failed,False
BV3-0681,data handling guide,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,execution_failed,False
BV3-0682,onboarding note,False,False,Unauthorized external actions,action request post,action request post,False,False,execution_failed,False
BV3-0683,troubleshooting page,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,execution_failed,False
BV3-0684,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0685,FAQ,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,True,False,complete,False
BV3-0686,maintenance note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,True,False,complete,False
BV3-0687,integration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,True,False,complete,False
BV3-0688,incident procedure,False,False,Untrusted download and execute,archive and helper command,archive and helper command,True,False,complete,False
BV3-0689,migration guide,False,False,Persistence,startup list entry,startup list entry,False,False,execution_failed,False
BV3-0690,policy memo,False,True,Permission or privilege expansion,ACL append;LLM summary,ACL append,False,False,path_incomplete,False
BV3-0691,operator checklist,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,timeout,False
BV3-0692,release note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,execution_failed,False
BV3-0693,data handling guide,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,timeout,False
BV3-0694,onboarding note,False,False,Unauthorized external actions,action request post,action request post,False,False,execution_failed,False
BV3-0695,troubleshooting page,False,True,Instruction override and hidden behavior,local appendix note;LLM summary,local appendix note,False,False,target_reached_no_flow,False
BV3-0696,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0697,FAQ,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,target_reached_no_flow,False
BV3-0698,maintenance note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,execution_failed,False
BV3-0699,integration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0700,incident procedure,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,True,False,complete,False
BV3-0701,migration guide,False,False,Persistence,startup list entry,startup list entry,False,False,execution_failed,False
BV3-0702,policy memo,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,target_reached_no_flow,False
BV3-0703,operator checklist,False,False,Destructive modification / ransomware,local overwrite,local overwrite,False,False,path_incomplete,False
BV3-0704,release note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,execution_failed,False
BV3-0706,onboarding note,False,False,Unauthorized external actions,action request post,action request post,False,False,execution_failed,False
BV3-0707,troubleshooting page,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,execution_failed,False
BV3-0708,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0709,FAQ,False,False,Credential access and exfiltration,plain text request,plain text request,True,False,complete,False
BV3-0710,maintenance note,False,True,Private data collection and upload,filtered CSV packet;LLM summary,filtered CSV packet,False,False,execution_failed,False
BV3-0711,integration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,execution_failed,False
BV3-0712,incident procedure,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0713,migration guide,False,False,Persistence,startup list entry,startup list entry,False,False,execution_failed,False
BV3-0714,policy memo,False,False,Permission or privilege expansion,ACL append,ACL append,False,False,target_reached_no_flow,False
BV3-0715,operator checklist,False,True,Destructive modification / ransomware,local overwrite;LLM summary,local overwrite,False,False,path_incomplete,False
BV3-0716,release note,False,False,Reverse shell / remote control,controller poll response,controller poll response,False,False,execution_failed,False
BV3-0717,data handling guide,False,False,Supply-chain or dependency abuse,package archive,package archive,False,False,environment_missing,False
BV3-0718,onboarding note,False,False,Unauthorized external actions,action request post,action request post,False,False,execution_failed,False
BV3-0719,troubleshooting page,False,False,Instruction override and hidden behavior,local appendix note,local appendix note,False,False,execution_failed,False
BV3-0720,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,timeout,False
BV3-0721,FAQ,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0722,maintenance note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,execution_failed,False
BV3-0723,integration guide,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,target_reached_no_flow,False
BV3-0724,incident procedure,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0725,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0726,policy memo,False,False,Credential access and exfiltration,plain text request,plain text request,True,False,complete,False
BV3-0727,operator checklist,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,path_incomplete,False
BV3-0728,release note,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,execution_failed,False
BV3-0729,data handling guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,timeout,False
BV3-0730,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0731,troubleshooting page,False,False,Credential access and exfiltration,plain text request,plain text request,True,False,complete,False
BV3-0732,runbook,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,execution_failed,False
BV3-0733,FAQ,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0734,maintenance note,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0735,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0736,incident procedure,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,timeout,False
BV3-0737,migration guide,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,execution_failed,False
BV3-0738,policy memo,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0739,operator checklist,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0740,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0741,data handling guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_incomplete,False
BV3-0742,onboarding note,False,False,Private data collection and upload,filtered CSV packet,filtered CSV packet,False,False,environment_missing,False
BV3-0743,troubleshooting page,False,True,LLM-mediated disclosure,LLM prompt and response;LLM summary,LLM prompt and response,False,False,path_incomplete,False
BV3-0744,runbook,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,target_reached_no_flow,False
BV3-0745,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,complete,False
BV3-0746,maintenance note,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,path_not_triggered,False
BV3-0747,integration guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0748,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0749,migration guide,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0750,policy memo,False,True,Untrusted download and execute,archive and helper command;LLM summary,archive and helper command,False,False,path_incomplete,False
BV3-0751,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0752,release note,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,execution_failed,False
BV3-0753,data handling guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0754,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0755,troubleshooting page,False,True,Credential access and exfiltration,plain text request;LLM summary,plain text request,False,False,path_incomplete,False
BV3-0756,runbook,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,execution_failed,False
BV3-0757,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0758,maintenance note,False,False,Credential access and exfiltration,plain text request,plain text request,False,False,timeout,False
BV3-0759,integration guide,False,False,Untrusted download and execute,archive and helper command,archive and helper command,False,False,path_incomplete,False
BV3-0760,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,environment_missing,False
BV3-0761,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,timeout,False
BV3-0762,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0763,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0764,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0765,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,timeout,False
BV3-0766,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0767,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,False,complete,False
BV3-0768,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0769,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0770,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0771,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0772,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0773,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0774,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,False,complete,False
